"","Protein.Group","Protein.Ids","Protein.Names","Genes","First.Protein.Description","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S1_S1.A1_3763.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S11_S1.A10_3772.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S12_S1.A11_3773.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S13_S1.A12_3774.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S14_S1.B1_3775.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S15_S1.B2_3776.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S18_S1.B4_3778.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S2_S1.A2_3764.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S20_S1.B6_3780.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S22_S1.B8_3782.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S23_S1.B9_3783.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S24_S1.B10_3784.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S25_S1.B11_3785.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S26_S1.B12_3786.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S27_S1.C1_3787.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S28_S1.C2_3788.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S29_S1.C3_3789.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S3_S1.A3_3765.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S30_S1.C4_3790.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S32_S1.C6_3792.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S35_S1.C9_3795.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S37_S1.C10_3796.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S38_S1.C11_3797.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S4_S1.A4_3766.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S5_S1.A5_3767.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S6_S1.A6_3768.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S7_S1.A7_3769.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S9_S1.A8_3770.d"
"1953","P35240","P35240","MERL_HUMAN","NF2","Merlin",16028.2,42091.8,38084.3,35568.2,21748,37371.6,35285.7,14747.1,52263.7,26211.2,23434.5,18525.3,48115.4,16146.5,17809.7,13844.5,25489.6,14167.4,19293.3,31700.1,30839.4,33009.9,18774.9,16813.4,15698.6,14892.1,18329.3,28570.5
"1954","P35241","P35241","RADI_HUMAN","RDX","Radixin",187953,74716.2,93554.8,93166.4,161107,114010,129352,176552,102825,128267,142084,95994.6,96926,157020,111309,159510,124831,163670,158552,104408,90748,98627.2,164480,207665,180980,78200.2,164711,117514
"1955","P35244","P35244","RFA3_HUMAN","RPA3","Replication protein A 14 kDa subunit",88044.6,45711.8,60275,55438.7,83599.6,54168.9,63199.7,92450.7,68271.9,64253,75078.2,78318.6,53669.3,95193.1,61590.5,71962.4,62943.6,85727.6,83272.2,58148.5,55301.3,66315.4,92303.3,101297,76826.3,83766.9,75988.7,57410.2
"1956","P35249","P35249","RFC4_HUMAN","RFC4","Replication factor C subunit 4",41560,27613,34015.4,32839.6,37506,28756.9,41771.8,43634.9,33979.7,27915.7,27744.5,50574.8,50851,45580.4,50547.8,39407.1,37376.1,46139.4,47571.9,37452.4,38422.6,36608.5,35281.7,45536.4,37268.7,41604.5,39257.6,35515.3
"1957","P35250","P35250","RFC2_HUMAN","RFC2","Replication factor C subunit 2",15292.6,8717.1,12020.1,12944.9,13881.8,7540.74,15278.7,15235.3,12856.9,11165.5,9612.45,18194,16495.9,15570.1,16923.2,15879,13682.3,17377.5,14623.5,14359.2,15458.4,13074.3,11817.6,14886.4,11907.6,14769.8,13307.1,12951.7
"1958","P35251","P35251","RFC1_HUMAN","RFC1","Replication factor C subunit 1",42335.8,23427.6,29124.7,30890.3,40041.9,22507.7,37713.3,43347.7,38729.6,31679,25577.3,58685.7,29683,47480.2,48305.5,44444.2,36404.9,54564.3,37100.3,28239.6,34540.8,38421.5,26344.1,48009.6,36441.1,50102.3,40060.4,35461.4
"1959","P35268","P35268","RL22_HUMAN","RPL22","60S ribosomal protein L22",609398,554337,716898,652373,512681,555261,687609,640028,574301,502469,573703,536507,731955,649317,527489,559298,595800,640258,642013,629128,635303,633331,589068,649597,580855,465400,624406,648932
"1960","P35269","P35269","T2FA_HUMAN","GTF2F1","General transcription factor IIF subunit 1",22708.6,14690.9,20979.2,18211.4,21275.6,15178.6,21555.5,21568.1,21306.7,20660.3,20475,20478.6,20717.8,25622.1,19507.5,29642.1,20297.4,28278.4,20570.4,17363.3,20875.6,23676.3,19113,20728.7,20832.8,17191.8,23163.1,22433.6
"1961","P35270","P35270","SPRE_HUMAN","SPR","Sepiapterin reductase",95249,139592,90639.2,77803.4,87077.1,112690,84766,85399.3,78578,96732.4,101758,97312.3,83219.3,69656.4,100649,76056.3,65367.8,82102.5,84290.6,93610.5,81057.7,86527.4,102578,81434.1,91367.1,115485,78434.8,98503.9
"1962","P35354","P35354","PGH2_HUMAN","PTGS2","Prostaglandin G/H synthase 2",622.192,NA,NA,NA,NA,661.175,179.473,892.514,NA,949.017,NA,NA,861.727,613.301,NA,610.095,NA,624.869,NA,2757.64,719.024,NA,NA,594.666,NA,NA,NA,NA
"1963","P35367","P35367","HRH1_HUMAN","HRH1","Histamine H1 receptor",241.56,391.413,293.946,306.468,NA,172.955,283.136,337.903,328.747,294.061,143.525,NA,462.992,198.359,132.259,151.348,400.227,288.026,74.9866,756.033,673.34,425.591,644.349,312.747,188.105,NA,200.27,293.886
"1964","P35443","P35443","TSP4_HUMAN","THBS4","Thrombospondin-4",2475.8,3422.83,2016.22,3993.91,2907.61,2490.26,1756.48,2468.79,2763.35,2795.02,2915.62,5090.97,2108.6,3182.82,4596.07,1889.13,1854.63,2694.09,1440.1,2742.26,2619.7,2603.28,1657.66,2903.87,3928.61,5841.73,2936.14,3822.92
"1965","P35475","P35475","IDUA_HUMAN","IDUA","Alpha-L-iduronidase",51091.9,42542,40403.8,44947.3,51039.8,60734.2,20608.3,95750.1,39256.6,75476.7,133699,41877.9,19805.3,65020.9,36460.6,43535.8,41289.3,41533.7,70477.9,23000.2,29563.4,63420.2,106638,86887.7,103867,48129,95789.8,68313.7
"1966","P35520","P35520","CBS_HUMAN","CBS","Cystathionine beta-synthase",2617.22,2384.91,3246.81,2111.15,332.046,1214.67,4502.5,2609.59,2537.03,1837.3,NA,1483.5,8199.12,NA,NA,1093.16,679.355,2285.1,1048.5,4455.78,3098.31,3249.68,159.132,1079.3,2067.04,2105.87,1984.29,2024.1
"1967","P35527","P35527","K1C9_HUMAN","KRT9","Keratin, type I cytoskeletal 9",4231.21,27223.6,21373.2,17663.6,8719.35,18717.5,6568,10913.6,4686.34,10219.6,NA,5961.87,45487,3940.72,4440.25,3228.71,NA,5758.9,4373.46,3460.17,7530.59,10003.1,94831.7,8203.61,3702.72,9330.25,9948.11,NA
"1968","P35555","P35555","FBN1_HUMAN","FBN1","Fibrillin-1",121781,203058,131741,221151,141143,101372,71982.2,141586,106736,189259,58288.4,49993.5,67716.8,122564,78580.4,140262,65997.1,97297.4,53411.1,228711,148448,81671.1,36334.3,171199,138040,50658.4,120612,174327
"1969","P35556","P35556","FBN2_HUMAN","FBN2","Fibrillin-2",65483.1,18480.3,1932.57,116351,5875.2,9053.78,39176.1,7774.13,69260.6,7099.85,2363.14,8404.23,48362.4,2998.97,4978.08,2465.3,17301.8,62993,7420.33,30414.4,258301,110992,5556.7,3325.73,8719.06,12058.9,54897.9,5565.42
"1970","P35573","P35573","GDE_HUMAN","AGL","Glycogen debranching enzyme",22052,27163.7,25259.5,29230.1,20138.2,30704.3,25822.5,20849.4,20500.4,25540.7,28699.5,21255,29847.6,22141,18029,18401.1,27365.9,20738.2,19087.1,23145.1,19824.9,24014.1,21618.6,20567.3,24071.8,22966.1,24859.6,29149.3
"1971","P35579","P35579","MYH9_HUMAN","MYH9","Myosin-9",1304000,2622190,2660180,2476940,2010080,2057660,1594670,1092060,2539720,2282970,1816910,846190,2471030,1286030,1036520,1033050,2045140,1061710,1312560,2367700,1791420,1976540,1542080,1138600,1317410,733616,1675080,1949790
"1972","P35580","P35580","MYH10_HUMAN","MYH10","Myosin-10",337405,102155,45527.8,71712.6,202947,121585,62568.2,318919,111054,141920,303101,669517,50720.5,416539,418876,333173,129967,324703,144849,79632.5,66031.2,78443.1,154021,406924,307354,539943,303333,125052
"1973","P35590","P35590","TIE1_HUMAN","TIE1","Tyrosine-protein kinase receptor Tie-1",39776.1,14315.7,15792.8,23896.3,37300.7,21799.5,23201.8,40022.8,22208.2,23803,30663.6,64574.4,18081,47350.6,65046.3,41949.2,27789.9,37219.8,33340.5,20160.9,23738.7,25482.4,31785.6,49384.2,42017.3,73072.7,43728.4,27072.2
"1974","P35606","P35606","COPB2_HUMAN","COPB2","Coatomer subunit beta'",242500,257764,419345,285443,245880,263703,300927,243831,277692,244846,235664,175657,278102,288009,221847,193590,297382,213481,293370,266867,261061,254829,239153,261341,237441,180758,244172,292120
"1975","P35610","P35610","SOAT1_HUMAN","SOAT1","Sterol O-acyltransferase 1",16858.2,21308.4,20078.9,22915.9,14969.3,16949.9,25944.6,16716.2,22410.3,20761.3,17742.6,9905.74,35213.9,11285.3,16357.3,14745.1,15431,17883.1,19036.1,21844.7,20151.6,22692.3,13321.8,14521.9,6628.71,8601.64,8601.05,22798.2
"1976","P35611","P35611","ADDA_HUMAN","ADD1","Alpha-adducin",31376.5,18927.5,23663.2,14550.7,24619.1,21495.5,14703,41003.7,20798.7,22849,23261,141776,23404.6,34011.3,99030.2,36250.7,20296.6,33906.6,26517.3,21420.3,16884.7,19524,27034.6,36720.2,32899.1,137917,28121.5,23185.2
"1977","P35613","P35613","BASI_HUMAN","BSG","Basigin",488796,578881,460012,524049,460126,470193,639261,456743,505131,397006,410663,182265,692461,371686,276419,338422,414622,421790,471730,646920,716503,552195,582024,436567,476671,213214,444576,414748
"1978","P35625","P35625","TIMP3_HUMAN","TIMP3","Metalloproteinase inhibitor 3",2440.36,2022.77,1675.77,4407.89,3328.76,2022.13,6065.65,3273.31,1954.14,24448.2,3841.96,512162,1054.57,6257.59,35483,1515.76,2758.34,2565.82,2412.04,50013.1,2326.88,3845.6,11680.4,2173.4,3970.7,557327,14999.2,2240.51
"1979","P35626","P35626","ARBK2_HUMAN","GRK3","Beta-adrenergic receptor kinase 2",4581.44,2254.62,3397.68,NA,NA,2854.44,5173.35,4470.29,3577.45,5259.77,NA,NA,NA,4359.44,3761.55,NA,NA,4245.66,4939.21,3824.81,NA,3601.09,3228.92,NA,4354.6,NA,4810.34,4041.94
"1980","P35637","P35637","FUS_HUMAN","FUS","RNA-binding protein FUS",187703,74775.1,133380,145239,157354,98311.3,129064,194459,131319,119880,134062,155749,171800,184900,212411,244283,169537,218532,173321,158769,153497,170147,129528,156585,155442,135143,175310,163677
"1981","P35658","P35658","NU214_HUMAN","NUP214","Nuclear pore complex protein Nup214",51657.7,36878,43807.8,47690.9,50253.1,37698.8,47016.6,54389.7,47909.7,47823.8,47739.7,45670.6,47041.2,50821.2,51039.1,50904.8,45737.1,53154.3,49861.2,44614.8,49394.2,51048.4,49191,49454.6,55537.5,36149.1,54704.8,47294.2
"1982","P35659","P35659","DEK_HUMAN","DEK","Protein DEK",107043,37846.1,58576,56877.7,99232.6,41140.3,82039.7,104963,70097.3,64354.1,68204.1,97803.2,49900.1,110841,105770,135530,83331.7,122640,89430.8,55778,69711.9,65121.6,74023.9,101029,102505,90190.3,94513.2,75362.2
"1983","P35670","P35670","ATP7B_HUMAN","ATP7B","Copper-transporting ATPase 2",2401.63,4789.73,3064.95,3047.21,2431.89,2120.19,2448.7,3023.55,3316.38,3057.42,2738.97,2568.8,2251.37,2640.52,2450.88,1978.67,2653.85,2917.89,2405.83,2842.83,2305.93,2053.95,901.329,3967.56,2773.79,2692.36,2879.27,2921.39
"1984","P35713","P35713","SOX18_HUMAN","SOX18","Transcription factor SOX-18",9228.7,NA,2387.54,2775.91,11458.9,1643.83,4773.68,9783.88,2947.12,3401.4,5977.65,8667.17,NA,11705.7,9056.11,14768.8,7910.53,11495.2,8691.11,NA,2224.12,4069.82,6411.57,9624.76,10848.5,7649.84,10160.5,5466.61
"1985","P35754","P35754","GLRX1_HUMAN","GLRX","Glutaredoxin-1",60145.7,59168.1,61606.1,99842.9,93225.8,58576.2,84865.4,60557.4,67732.1,78410.7,76880.4,94188.9,45661.6,78927.3,94819.8,63073.6,72860.7,63141.7,43120.3,61869.7,130400,48139.8,75829.6,72024.7,74414,90639.6,57527.6,85525.4
"1986","P35790","P35790","CHKA_HUMAN","CHKA","Choline kinase alpha",5653.15,NA,5896.82,4962.13,6210.48,4502.97,4735.98,5134.64,4589.68,4717.2,5317.76,7462.72,3901.67,6181.45,6830.12,4250.26,6411.68,4705.65,4908.98,6865.02,4574.7,5852.4,5465.65,4794.54,6289.92,3919.64,6207.93,5412.55
"1987","P35813","P35813","PPM1A_HUMAN","PPM1A","Protein phosphatase 1A",21577.4,21088.1,23701.3,25317,24977.3,20945.1,21615.6,23312,23142.1,20112.4,23161.1,24343.2,21111.6,23921.6,22221.5,21484.9,22573.5,20177.1,20171.2,22761.6,22198.7,21352.2,22574.3,20698.6,24840.9,24093,22869.7,25822.4
"1988","P35858","P35858","ALS_HUMAN","IGFALS","Insulin-like growth factor-binding protein complex acid labile subunit",1362.95,3234.1,3096.39,3173.66,2474.83,2788.34,3555.2,1356.4,3085.72,2745.78,1940.02,4479.05,2355.89,3152.18,2024.3,4223.42,2391.67,1657.41,NA,5166.36,4113.35,3500.69,1710.42,NA,2568.26,4043.08,2158.15,4375.18
"1989","P35869","P35869","AHR_HUMAN","AHR","Aryl hydrocarbon receptor",4712.49,4568.44,6379.93,2356.39,8876.89,3712.75,4117.65,4947.78,4244.54,7641.14,4019.78,10182.4,3926.81,7745.57,8967.4,6336.83,6435.45,5960.88,4849.17,2724.58,5294.2,3658.63,5035.95,6121.58,5485.53,10690.6,5332.67,3353.5
"1990","P35908","P35908","K22E_HUMAN","KRT2","Keratin, type II cytoskeletal 2 epidermal",6625.39,12492.8,10174.3,6645.31,6088,26741.5,8128.62,4664.63,4292.35,14241.4,NA,2193.87,16586.1,4298.77,6703.49,2472.32,NA,8453.24,3870.8,10401,NA,6830.94,45261.9,3749.56,4815.61,9668.64,9741.87,2406.68
"1991","P35914","P35914","HMGCL_HUMAN","HMGCL","Hydroxymethylglutaryl-CoA lyase, mitochondrial",67092.6,58756.3,75002.9,56631.7,79770.8,88511.2,55950.1,63775.2,63756.7,77877.5,71770.6,83636.9,44148.4,67955.8,44061,57803.7,82391.4,66940.8,76657.5,66677.8,58031.6,66615.9,80597.8,57198.3,69191.9,71654.1,59164,59775.1
"1992","P35916","P35916","VGFR3_HUMAN","FLT4","Vascular endothelial growth factor receptor 3",17825.9,5432.47,3654.35,3706.76,6104.7,6824.95,4840.34,12058.1,1953.29,6011.23,17438.7,79288.2,3357.84,24092.4,72107.5,12558,6725.69,16530.2,7743.3,8873.45,4642.94,5091.03,14437.6,16875.4,18153.1,69689.9,17074.4,13207.6
"1993","P35968","P35968","VGFR2_HUMAN","KDR","Vascular endothelial growth factor receptor 2",17648.8,5694.12,10869.1,14325.5,18111.7,14791.2,11340,17543.6,8027.32,20157.3,19578.4,35119,7485.8,17130.2,28315.2,13284.3,15204.5,15970.8,21728.2,13320.1,8373.99,11345.9,26504.9,15475.9,16951.4,37850.1,20516.5,12429.5
"1994","P35998","P35998","PRS7_HUMAN","PSMC2","26S proteasome regulatory subunit 7",211221,182652,251480,230349,212139,193595,242028,218635,235341,225484,208957,204805,224662,229173,209597,197179,222749,209760,222705,218765,238189,235733,225945,205424,208002,173432,213778,220097
"1995","P36269","P36269","GGT5_HUMAN","GGT5","Glutathione hydrolase 5 proenzyme",25440.7,11501.2,15357.3,28606.9,21749.7,8939.89,37054,40455.7,31931.2,7957.91,20878.7,7015.12,14494.4,64854.1,37194.1,41192,17968,31488.2,21170.1,13187.6,7943.19,10732.3,14574.7,49384.2,53685.4,8531.74,28662.3,34895.6
"1996","P36382","P36382","CXA5_HUMAN","GJA5","Gap junction alpha-5 protein",3297.47,NA,NA,NA,NA,NA,3359.09,1177.04,NA,NA,NA,NA,7692.56,1154.77,NA,1746.19,NA,7161.41,NA,NA,810.471,2566.76,NA,2293.55,NA,NA,NA,NA
"1997","P36383","P36383","CXG1_HUMAN","GJC1","Gap junction gamma-1 protein",772.474,2347.36,1865.6,1160.67,648.659,189.019,1155.12,758.024,848.001,1147.01,NA,566.977,1337.95,242.029,1131.97,NA,819.568,617.798,549.047,946.157,1198.1,1032.31,NA,1145.1,NA,NA,505.747,899.798
"1998","P36404","P36404","ARL2_HUMAN","ARL2","ADP-ribosylation factor-like protein 2",90566.9,57833.5,115619,60503.9,99152.9,78729.4,72552.8,82597.5,72361.8,85440.5,67942,85679.4,59636.3,96528.6,67653.4,76326.2,112173,78832.3,108054,79970.5,59517.1,59830.3,97830.6,84509.6,92232.9,97208.4,80141.6,71755.6
"1999","P36405","P36405","ARL3_HUMAN","ARL3","ADP-ribosylation factor-like protein 3",87696.8,81749.8,105382,98899.6,83657.4,79761.4,103673,91407.5,100712,110255,87285.5,70168.5,93503.9,82015.9,83415.8,84197.2,90367.2,80022.4,86577.1,94460.9,104174,88285,88065.6,88133.5,87178.5,63375.2,84390.1,97974.7
"2000","P36507","P36507","MP2K2_HUMAN","MAP2K2","Dual specificity mitogen-activated protein kinase kinase 2",39173.2,51797.4,53392.4,48794.6,45592.4,50462.3,49232.4,45874.1,47448.7,51634.3,46313.7,40396.5,48079.8,40410.2,41344.8,37752.8,43224.6,38231.5,42157,49717.7,49433.2,45646.6,45199.1,44588.6,41494.8,33555.9,41558.8,49717.9
"2001","P36542","P36542","ATPG_HUMAN","ATP5F1C","ATP synthase subunit gamma, mitochondrial",286997,175591,257040,213108,270752,305452,207336,253395,241613,267384,160797,319761,193001,263804,243261,194836,261066,223005,346026,260218,218267,266318,210873,257182,207240,277653,193513,221351
"2002","P36543","P36543","VATE1_HUMAN","ATP6V1E1","V-type proton ATPase subunit E 1",141151,190258,151318,153094,144959,167289,141404,153525,145395,185718,181662,177779,163023,140785,173378,146307,156585,128992,150086,191129,153806,148146,160979,134804,147383,200855,144368,148418
"2003","P36551","P36551","HEM6_HUMAN","CPOX","Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",98605.8,49139.8,41517,51744.9,76936.4,52081.3,66511.8,74645.9,47888.3,68675.8,84589.1,99536.4,38031.9,63263.6,75932.2,71795.9,56886.6,89435.7,76857.8,56446.3,45661.2,53912.6,77704,81690.6,83434.8,89000.7,69271.3,70938.4
"2004","P36578","P36578","RL4_HUMAN","RPL4","60S ribosomal protein L4",800871,652755,696369,758778,662649,627292,760765,794547,737671,690171,690389,647910,807925,729904,665271,658087,605166,726683,683608,715274,765774,808256,661682,765920,665022,570333,743743,737391
"2005","P36639","P36639","8ODP_HUMAN","NUDT1","Oxidized purine nucleoside triphosphate hydrolase",2763.03,2808.07,4170.58,4860.36,3773.39,3512.67,6215.2,2933.9,4619.26,3101.48,2584.41,1999.61,5225.38,2873.1,3314.13,2423.19,4232.82,3276.31,3998.98,4140.16,5754.79,4851.02,1652.44,2496.52,2421.01,1262.55,3311.79,4536.78
"2006","P36776","P36776","LONM_HUMAN","LONP1","Lon protease homolog, mitochondrial",97613.7,76418.7,81558.9,74767.7,89541.8,92289.8,67810.9,98590.5,89531.8,110306,104719,117702,73229.5,80910.9,83500,92265.4,78855.2,85533.8,112922,95513.5,84786.9,95740.3,100539,94097.4,109205,105584,90051,80628.4
"2007","P36871","P36871","PGM1_HUMAN","PGM1","Phosphoglucomutase-1",44773.8,75200.9,50886,57393.8,47198.3,50019.8,65578.3,51710.3,70227.9,41873.8,43262.4,120868,40095.2,34440.4,36472.1,37503.3,32252.1,37613.3,38335.7,59455.1,27891.5,39067.3,46688.2,34773.2,55444.3,138559,44298.1,42677.2
"2008","P36873","P36873","PP1G_HUMAN","PPP1CC","Serine/threonine-protein phosphatase PP1-gamma catalytic subunit",21721.9,13106.9,16527.2,14565.2,17670.5,18445.9,17324.5,22671.6,14871.8,17192.7,18867,24656.8,16554.2,22911.6,21906.3,22692.7,18068.8,23639.4,23677.7,12824.9,16191.2,17826.5,19316.3,21900.3,20993.3,17997.4,18932.7,17330
"2009","P36915","P36915","GNL1_HUMAN","GNL1","Guanine nucleotide-binding protein-like 1",61192.9,39102.9,46614.3,46133.5,55863.9,50426.9,48044.3,62543.3,41452.7,52473.8,61629,50722.4,34901,61698.9,49911.2,58857,47785.5,59480.5,58827.4,42185.4,50509.7,48199.7,61117.5,62768.3,64253.9,43237,57801.1,49974.6
"2010","P36941","P36941","TNR3_HUMAN","LTBR","Tumor necrosis factor receptor superfamily member 3",2404.52,2172.64,2452.34,3233.23,1774.08,2713.23,2954.79,2297.33,2280.39,1849.97,2382.2,1806.27,2918.86,2018.26,2089.83,1827.89,1822,2118.55,1779.55,2778.35,3770.7,2756.85,1970.94,2037.22,2165.99,2229.42,2125.77,2518.26
"2011","P36954","P36954","RPB9_HUMAN","POLR2I","DNA-directed RNA polymerase II subunit RPB9",27023.7,13449.8,18106.2,18376.6,23760.7,14786.3,17676.1,26513.3,19650.1,20435.5,24419.6,21607.5,19685.2,26775.3,21493,27751.3,20758.4,30566.9,20297.8,18220.3,19127.7,18799.5,21725.8,24202.4,23245.3,26861.4,26644.5,21316.3
"2012","P36955","P36955","PEDF_HUMAN","SERPINF1","Pigment epithelium-derived factor",15066.9,23606.4,17933.2,22075.8,16145.3,17851.8,14948.1,15286.1,17844.7,25027.6,14660.1,27286.8,18072.6,22659.2,23631,19133.6,14146.4,15573.9,11189.3,25895.6,20977,16170,13693.5,15454,21541.3,26114.9,16808.7,32203.7
"2013","P36957","P36957","ODO2_HUMAN","DLST","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",213397,224715,226250,211271,221887,248830,174798,195206,199783,231336,268413,277354,233519,182971,196317,192705,218485,202158,237212,241751,216290,257273,253639,186128,246668,260416,195454,206073
"2014","P36959","P36959","GMPR1_HUMAN","GMPR","GMP reductase 1",26598.1,7502.64,8687.4,2738.81,24012.6,15814.5,14150.2,28007.7,6765.65,21557,18294.7,8429.49,7904.58,29595.1,12754.7,28685.4,16502.3,25742.5,30814.4,11533.4,5869.39,7693.13,32180.4,31060.5,25100.8,3380.57,20803.2,8427.63
"2015","P36969","P36969","GPX4_HUMAN","GPX4","Phospholipid hydroperoxide glutathione peroxidase",120207,94223.9,206633,163387,152952,151354,109867,131476,123624,185275,158040,94469.8,86636.4,187985,101251,109623,227385,105502,168444,167139,106304,128333,180956,122174,127197,81206.8,147773,119093
"2016","P37023","P37023","ACVL1_HUMAN","ACVRL1","Serine/threonine-protein kinase receptor R3",18419.6,13901.9,17803.9,17800.8,22061.5,19560.9,11057.3,15592.8,12493.3,38134.9,17114.3,14487,20538.6,21229.7,10544,16056,16287.5,20331.6,14393.9,23087.1,26234.9,19799.3,13801.7,19995.2,17343.6,22425.7,19530.9,14314.1
"2017","P37059","P37059","DHB2_HUMAN","HSD17B2","17-beta-hydroxysteroid dehydrogenase type 2",58891.7,67456.2,37857.7,84200.5,81953.1,69964.4,20362,5472.02,56618.7,129628,72954.7,108352,2274.15,33144,111954,18489.1,96338.4,32332.2,29654.8,54454.7,333309,114787,117333,12290.2,20336.1,134861,46242.7,40688.3
"2018","P37108","P37108","SRP14_HUMAN","SRP14","Signal recognition particle 14 kDa protein",171871,74271.9,152965,133476,157765,102693,158672,154688,153257,127124,142082,140559,158228,161157,144456,151232,146599,153003,170692,143125,150140,141443,118364,140890,153486,126429,171236,154368
"2019","P37173","P37173","TGFR2_HUMAN","TGFBR2","TGF-beta receptor type-2",48353.8,26075.8,42351.9,25611.7,70645.9,50310.7,27700.1,47368.4,26574.5,59566.1,50370,44383.1,23970.9,37174.6,42236.2,39317.8,54489.3,46746,55514.9,33171.7,27073.4,28589.2,91476.9,42994.1,51290.2,67701.7,49735.2,47247
"2020","P37198","P37198","NUP62_HUMAN","NUP62","Nuclear pore glycoprotein p62",31107.8,23742.3,24670.1,25912.7,32322.9,21670.9,26334.5,31619,28237.7,28860.2,30764.4,26081.6,25727.2,30667.4,33242.3,30103.6,25516.8,32500.9,29079.4,31044.9,32241.3,32563.4,27179.8,28612.1,31377.7,23732.5,34525.2,28855.3
"2021","P37235","P37235","HPCL1_HUMAN","HPCAL1","Hippocalcin-like protein 1",110308,220554,178485,269547,149536,244634,176475,113134,142263,175733,190692,54224.1,121029,112947,80876.5,95164.7,211417,95557,202158,108015,188796,192012,190601,106872,128585,72878.1,94876.9,186148
"2022","P37268","P37268","FDFT_HUMAN","FDFT1","Squalene synthase",7133.36,27294.5,22636.5,19417.1,10808.7,14056,8610.7,6952.2,19288.3,11532.6,11424.4,9614.18,24833.6,10283,7753.98,7019.63,15562.2,9075.83,9547.92,16282,10512,11202.2,15870.8,6834.59,6398.08,5890.88,11279.4,17466
"2023","P37275","P37275","ZEB1_HUMAN","ZEB1","Zinc finger E-box-binding homeobox 1",11936.5,6676.48,6922.85,9221.15,11849,7391.33,11105.4,10952.8,7889.72,9321.89,9467.63,8251.24,6771.82,10253.5,11199.8,9701.58,9534.15,11113.6,11595.4,6921.87,10404.3,9967.82,9494.62,9428.73,11068.8,7765.26,10435.5,10769.4
"2024","P37802","P37802","TAGL2_HUMAN","TAGLN2","Transgelin-2",1329410,3714150,2886900,3285890,1997570,2419690,2849930,1209000,3402060,1895670,1470210,486717,3187860,1122290,983072,972496,2054260,1092890,1237770,3222000,2673540,2225430,1235100,1075670,1498530,474307,1624460,2471060
"2025","P37837","P37837","TALDO_HUMAN","TALDO1","Transaldolase",219056,235173,302979,347188,301939,247864,273577,189819,348517,330372,195579,165122,245904,223706,196078,196591,311891,160396,291972,371396,271637,257677,263717,240153,263295,145979,215600,213756
